CWFlow	Level	OutFlow	TempOF	Steam	Volume
0	20,4776	9,04E-05	0	14,1016	0,003309
0	20,47746617	9,04E-05	0	14,1016668	0,003308979
0	20,476797	9,04E-05	0	14,10200083	0,003308875
0	20,47345119	9,04E-05	0	14,10367094	0,003308352
0	20,45672326	9,04E-05	0	14,11202149	0,003305738
0	20,37311068	9,03E-05	0	14,15377423	0,003292674
0	19,95572483	9,01E-05	0	14,36253797	0,003227457
0	19,90026468	9,00E-05	0	14,39032	0,003218791
0	19,62326374	8,99E-05	0	14,52923017	0,00317551
0	19,32508778	8,97E-05	0	14,67904	0,00312892
0	18,75206949	8,94E-05	0	14,96776	0,003039386
0	18,18121006	8,90E-05	0	15,04	0,002950189
0	17,61250969	8,87E-05	0	15,04	0,00286133
0	17,04596863	8,84E-05	0	15,04	0,002772808
0	16,48158708	8,80E-05	0	15,04	0,002684623
0	15,91936528	8,77E-05	18,98540255	10,43285442	0,002596776
0	15,35930346	8,73E-05	44,2678359	0,022385598	0,002509266
0	15,019324	8,71E-05	45,42078254	0	0,002422034
0	14,70597849	8,69E-05	46,6072076	0	0,002334994
0	14,39331657	8,68E-05	47,85212044	0	0,002248143
0	14,08133829	8,66E-05	49,14329853	0	0,002161483
0	14,02652864	8,65E-05	49,37356198	0	0,002146258
0	14,02652864	8,65E-05	49,37356198	0	0,002146258
0	14,02652864	8,65E-05	49,37356198	0	0,002146258
0	13,77004368	8,64E-05	50,47552961	0	0,002075012
0	13,54642862	8,62E-05	51,4656955	0	0,002012897
0	13,54642862	8,62E-05	51,4656955	0	0,002012897
0	13,42338387	8,62E-05	51,8643014	0	0,001988733
0	13,25924705	8,61E-05	52,2629073	0	0,001964595
0	12,93154847	8,59E-05	53,06229412	0	0,001916404
0	12,8386901	8,58E-05	53,28955107	0	0,001902749
0	12,37532457	8,55E-05	53,89802684	0	0,001834607
0	12,25643622	8,54E-05	53,82483035	0	0,001817123
0	11,72771127	8,51E-05	53,59116265	0	0,00173996
0	11,66936878	8,51E-05	53,57828906	0	0,001731857
0	11,37802846	8,49E-05	53,51392111	0	0,001691393
0	11,05814085	8,47E-05	53,51048678	0	0,001646964
0	10,44964931	8,43E-05	53,51137891	0	0,001562451
1,84E-05	9,894055336	8,40E-05	53,5198855	0	0,00148442
3,04E-05	9,493793756	8,37E-05	53,51876658	0	0,001425558
3,92E-05	9,161671864	8,35E-05	53,51253273	0	0,001376716
5,08E-05	8,899310364	8,33E-05	53,51252427	0	0,001338134
6,48E-05	8,723076415	8,32E-05	53,5125241	0	0,001312217
8,12E-05	8,650601814	8,32E-05	53,5125241	0	0,001301559
0,000100115	8,702264251	8,32E-05	53,5125241	0	0,001309157
0,000119019	8,880292185	8,33E-05	53,5125241	0	0,001335337
0,00013562	9,180723337	8,35E-05	53,42228452	0	0,001379518
0,000149893	9,584266138	8,38E-05	52,97516738	0	0,001438863
0,000160383	10,0748623	8,41E-05	52,1891675	0	0,001510398
0,000167261	10,64966527	8,44E-05	51,2269651	0	0,001590231
0,00017115	11,26016231	8,48E-05	50,02846025	0	0,001675023
0,000172676	11,88218357	8,52E-05	48,5710222	0	0,001762086
0,000172408	12,47563001	8,56E-05	46,86499466	0	0,001849357
0,000170843	13,06010835	8,59E-05	44,96693375	0	0,00193531
0,000170426	13,17177004	8,60E-05	44,58521931	0	0,001951731
0,000170426	13,17177004	8,60E-05	44,58521931	0	0,001951731
0,000168402	13,56796456	8,63E-05	42,98965644	0	0,002018879
0,000166052	13,80276802	8,64E-05	41,42270434	0	0,002084102
0,000165464	13,85816934	8,64E-05	41,05912134	0	0,002099491
0,000162624	14,13715006	8,66E-05	39,26952527	0	0,002176986
0,000160305	14,40619934	8,68E-05	37,66753078	0	0,002251722
0,000158544	14,66732664	8,69E-05	36,26861807	0	0,002324257
0,000157303	14,92250422	8,71E-05	35,06102916	0,385016665	0,00239514
0,000156506	15,17348889	8,72E-05	34,02315692	0,763059844	0,002464858
0,00015606	15,51629801	8,74E-05	33,18377343	1,092634028	0,002533797
0,000155762	15,95368985	8,77E-05	32,38818856	1,417369197	0,002602139
0,00015529	16,38712608	8,80E-05	31,72976083	1,709403671	0,002669863
0,000154452	16,81474699	8,82E-05	31,12559693	1,991781583	0,002736679
0,000153225	17,234135	8,85E-05	30,60550019	2,245599904	0,002802209
0,000151638	17,642914	8,87E-05	30,15250107	2,341122421	0,00286608
0,00014974	18,03898227	8,89E-05	29,76085922	2,42916948	0,002927966
0,000147582	18,42056835	8,92E-05	29,44607014	2,509196317	0,002987589
0,000145215	18,78623308	8,94E-05	29,20074677	2,583094601	0,003044724
0,000142692	19,13487261	8,96E-05	29,00720116	2,785599646	0,003099199
0,000140064	19,46572466	8,98E-05	28,85808212	3,056157941	0,003150894
0,000137439	19,77834561	9,00E-05	28,74756404	3,312286137	0,003199742
0,000135011	20,07383675	9,01E-05	28,67074103	3,555544542	0,003245912
0,000132579	20,35269074	9,03E-05	28,6182676	3,789440834	0,003289483
0,00013016	20,61500315	9,05E-05	28,57947862	4,018208813	0,003330469
0,000127765	20,86095728	9,06E-05	28,55184263	4,242752399	0,0033689
0,000125403	21,09079922	9,07E-05	28,53552775	4,462838951	0,003404812
0,000123079	21,30482013	9,09E-05	28,53184074	4,688463002	0,003438253
0,0001208	21,50334363	9,10E-05	28,55011314	4,973349333	0,003469272
0,000118556	21,6866927	9,11E-05	28,59400872	5,242676471	0,003497921
